,LocationDesc,Question,YearStart,Age (years),Education,Gender,Income,Race/Ethnicity,Total
2177,New Hampshire,Percent of adults who report consuming vegetables less than one time daily,2019,16.483333333333334,17.925,16.1,19.485714285714288,13.2,16.0
2178,New Hampshire,Percent of adults who report consuming vegetables less than one time daily,2021,16.183333333333334,16.8,15.65,17.37142857142857,14.86,15.6
2179,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2011,36.983333333333334,38.0,37.7,37.57142857142857,36.028571428571425,37.8
2180,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2012,36.166666666666664,36.525,36.95,36.68571428571429,36.48571428571428,36.9
2181,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2013,35.85,35.875,36.45,35.542857142857144,31.928571428571427,36.5
2182,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2014,35.46666666666667,35.975,36.2,35.528571428571425,37.1,36.3
2183,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2015,37.13333333333333,38.35,37.75,37.5,33.550000000000004,37.8
2184,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2016,35.78333333333333,35.9,36.4,35.18571428571429,34.86,36.5
2185,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2017,34.199999999999996,35.325,35.3,33.614285714285714,30.857142857142858,35.3
2186,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2018,35.86666666666667,38.2,36.65,36.34285714285714,36.15,36.7
2187,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2020,36.28333333333333,36.575,36.75,36.18571428571429,36.733333333333334,36.9
2188,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2021,36.46666666666667,37.55,37.3,36.45714285714286,39.25,37.4
2189,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2022,36.06666666666667,36.8,36.599999999999994,35.74285714285714,34.1,36.7
2190,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,2023,35.28333333333333,35.5,35.85,35.65714285714286,34.11666666666667,35.9
2191,New Jersey,Percent of adults aged 18 years and older who have obesity,2011,22.983333333333334,24.7,23.700000000000003,24.914285714285715,22.814285714285713,23.7
2192,New Jersey,Percent of adults aged 18 years and older who have obesity,2012,23.95,25.925,24.6,25.599999999999998,22.74285714285714,24.6
2193,New Jersey,Percent of adults aged 18 years and older who have obesity,2013,25.55,27.950000000000003,26.35,27.514285714285712,28.8,26.3
2194,New Jersey,Percent of adults aged 18 years and older who have obesity,2014,26.099999999999998,27.775,26.9,28.37142857142857,26.057142857142857,26.9
2195,New Jersey,Percent of adults aged 18 years and older who have obesity,2015,24.733333333333334,26.775,25.549999999999997,27.428571428571427,27.46666666666667,25.6
2196,New Jersey,Percent of adults aged 18 years and older who have obesity,2016,26.53333333333333,29.85,27.35,30.071428571428573,26.26,27.4
2197,New Jersey,Percent of adults aged 18 years and older who have obesity,2017,26.483333333333334,29.25,27.25,29.585714285714285,29.12857142857143,27.3
2198,New Jersey,Percent of adults aged 18 years and older who have obesity,2018,24.849999999999998,26.400000000000002,25.65,27.942857142857143,24.700000000000003,25.7
2199,New Jersey,Percent of adults aged 18 years and older who have obesity,2020,27.03333333333333,29.725,27.65,30.32857142857143,27.55,27.7
2200,New Jersey,Percent of adults aged 18 years and older who have obesity,2021,27.683333333333334,29.125,28.15,30.985714285714288,26.96666666666667,28.2
2201,New Jersey,Percent of adults aged 18 years and older who have obesity,2022,28.45,30.475,29.049999999999997,32.57142857142857,30.279999999999994,29.1
2202,New Jersey,Percent of adults aged 18 years and older who have obesity,2023,28.183333333333334,30.6,28.9,30.914285714285715,28.650000000000002,28.9
2203,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,53.800000000000004,51.8,53.3,51.028571428571425,50.449999999999996,53.2
2204,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,50.63333333333333,48.25,50.65,47.82857142857143,41.957142857142856,50.5
2205,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,49.15,47.025000000000006,49.0,45.857142857142854,44.56666666666666,48.9
2206,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,49.53333333333333,46.075,49.1,44.92857142857143,47.81428571428571,48.9
2207,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,59.38333333333333,55.175,59.4,53.6,57.21666666666667,59.3
2208,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,23.883333333333336,22.0,23.200000000000003,21.385714285714283,23.53333333333333,23.1
2209,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2013,22.5,20.0,21.75,20.342857142857145,18.47142857142857,21.6
2210,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2015,21.266666666666666,19.775,20.950000000000003,18.771428571428572,19.333333333333332,20.8
2211,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,22.816666666666666,19.85,22.05,18.542857142857144,21.228571428571428,21.9
2212,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,31.8,28.5,31.4,28.642857142857142,30.95,31.3
2213,New Jersey,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,33.483333333333334,32.575,33.1,31.97142857142857,31.183333333333334,33.1
2214,New Jersey,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,32.11666666666667,31.075000000000003,32.25,31.428571428571427,26.785714285714285,32.2
2215,New Jersey,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,29.266666666666666,28.4,29.35,27.928571428571427,26.53333333333333,29.3
2216,New Jersey,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,29.083333333333332,27.85,29.200000000000003,26.87142857142857,30.071428571428573,29.0
2217,New Jersey,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,40.36666666666667,38.575,41.2,38.214285714285715,39.61666666666667,41.1
2218,New Jersey,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,32.766666666666666,30.45,31.95,29.599999999999998,32.983333333333334,31.7
2219,New Jersey,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2013,33.35,30.125,32.2,30.17142857142857,32.528571428571425,32.0
2220,New Jersey,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,32.449999999999996,30.175,31.700000000000003,28.728571428571428,33.050000000000004,31.5
2221,New Jersey,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,34.06666666666667,30.575,33.1,29.428571428571427,32.25714285714286,32.8
2222,New Jersey,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2023,44.1,40.85,43.45,41.5,44.800000000000004,43.3
2223,New Jersey,Percent of adults who engage in no leisure-time physical activity,2011,25.633333333333336,28.2,26.299999999999997,29.771428571428572,27.8,26.4
2224,New Jersey,Percent of adults who engage in no leisure-time physical activity,2012,24.349999999999998,27.575,24.8,28.37142857142857,28.24285714285714,24.9
2225,New Jersey,Percent of adults who engage in no leisure-time physical activity,2013,26.25,29.275,26.700000000000003,30.2,34.2,26.8
2226,New Jersey,Percent of adults who engage in no leisure-time physical activity,2014,22.733333333333334,25.75,23.25,27.342857142857145,28.52857142857143,23.3
2227,New Jersey,Percent of adults who engage in no leisure-time physical activity,2015,26.383333333333336,29.8,27.1,31.1,30.628571428571426,27.2
2228,New Jersey,Percent of adults who engage in no leisure-time physical activity,2016,29.283333333333335,33.85,29.65,34.72857142857143,31.24,29.8
2229,New Jersey,Percent of adults who engage in no leisure-time physical activity,2017,27.95,32.65,28.95,33.6,29.928571428571427,29.0
2230,New Jersey,Percent of adults who engage in no leisure-time physical activity,2018,27.46666666666667,31.650000000000002,28.450000000000003,33.6,26.625,28.5
2231,New Jersey,Percent of adults who engage in no leisure-time physical activity,2020,19.983333333333334,25.325,20.95,28.042857142857144,22.185714285714287,21.0
2232,New Jersey,Percent of adults who engage in no leisure-time physical activity,2021,23.03333333333333,28.7,24.05,30.514285714285712,23.099999999999998,24.1
2233,New Jersey,Percent of adults who engage in no leisure-time physical activity,2022,22.599999999999998,27.525,23.25,30.47142857142857,22.22,23.3
2234,New Jersey,Percent of adults who engage in no leisure-time physical activity,2023,23.2,28.6,24.049999999999997,30.228571428571428,24.0,24.2
2235,New Jersey,Percent of adults who report consuming fruit less than one time daily,2017,33.93333333333333,34.625,33.849999999999994,34.9,31.814285714285713,33.7
2236,New Jersey,Percent of adults who report consuming fruit less than one time daily,2021,36.06666666666667,35.7,35.8,37.028571428571425,35.55,35.7
2237,New Jersey,Percent of adults who report consuming vegetables less than one time daily,2017,19.6,22.5,19.25,22.357142857142858,18.414285714285715,19.1
2238,New Jersey,Percent of adults who report consuming vegetables less than one time daily,2021,22.3,26.1,22.0,27.014285714285712,20.133333333333333,21.9
2239,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2011,35.5,35.9,35.8,36.114285714285714,37.41428571428571,35.8
2240,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2012,35.13333333333333,35.525,35.65,35.6,36.84285714285714,35.7
2241,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2013,35.86666666666667,36.25,36.2,36.07142857142857,34.300000000000004,36.3
2242,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2014,35.85,36.65,36.4,36.371428571428574,36.18571428571429,36.4
2243,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2015,35.15,36.15,35.6,35.24285714285714,33.82,35.7
2244,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2016,36.11666666666667,36.75,36.5,36.34285714285714,34.7,36.6
2245,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2017,36.333333333333336,37.125,36.7,36.65714285714286,38.260000000000005,36.8
2246,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2018,34.15,34.7,34.9,34.614285714285714,33.94,34.9
2247,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2019,33.88333333333333,34.925,34.3,34.31428571428571,34.1,34.4
2248,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2020,36.483333333333334,36.6,36.8,35.785714285714285,37.58,36.9
2249,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2021,34.63333333333333,35.75,35.4,35.214285714285715,32.18333333333333,35.4
2250,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2022,36.666666666666664,37.275000000000006,36.9,36.55714285714286,37.525,36.9
2251,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,2023,33.18333333333333,32.824999999999996,33.900000000000006,33.41428571428572,34.199999999999996,33.9
2252,New Mexico,Percent of adults aged 18 years and older who have obesity,2011,25.96666666666667,26.525,26.3,26.157142857142855,20.957142857142856,26.3
2253,New Mexico,Percent of adults aged 18 years and older who have obesity,2012,26.95,27.125,27.1,27.114285714285717,25.057142857142857,27.1
2254,New Mexico,Percent of adults aged 18 years and older who have obesity,2013,26.099999999999998,26.75,26.35,26.3,25.142857142857142,26.4
2255,New Mexico,Percent of adults aged 18 years and older who have obesity,2014,28.366666666666664,28.9,28.45,28.45714285714286,30.285714285714285,28.4
2256,New Mexico,Percent of adults aged 18 years and older who have obesity,2015,29.0,29.075000000000003,28.85,29.057142857142857,31.580000000000002,28.8
2257,New Mexico,Percent of adults aged 18 years and older who have obesity,2016,28.28333333333333,28.375,28.35,28.67142857142857,31.26,28.3
2258,New Mexico,Percent of adults aged 18 years and older who have obesity,2017,28.516666666666666,28.775,28.4,28.342857142857145,29.0,28.4
2259,New Mexico,Percent of adults aged 18 years and older who have obesity,2018,32.68333333333333,32.9,32.35,32.15714285714286,32.339999999999996,32.3
2260,New Mexico,Percent of adults aged 18 years and older who have obesity,2019,31.933333333333334,31.6,31.75,31.62857142857143,34.2,31.7
2261,New Mexico,Percent of adults aged 18 years and older who have obesity,2020,31.166666666666668,30.975,30.9,31.67142857142857,35.04,30.9
2262,New Mexico,Percent of adults aged 18 years and older who have obesity,2021,35.05,34.7,34.55,35.51428571428571,34.35,34.6
2263,New Mexico,Percent of adults aged 18 years and older who have obesity,2022,32.85,32.7,32.400000000000006,33.22857142857143,35.05,32.4
2264,New Mexico,Percent of adults aged 18 years and older who have obesity,2023,36.1,36.55,35.400000000000006,35.614285714285714,34.76666666666667,35.3
2265,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,52.166666666666664,51.825,52.2,51.971428571428575,56.07142857142857,52.2
2266,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,54.85,53.9,55.0,54.81428571428571,60.300000000000004,55.0
2267,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,55.88333333333333,55.05,56.099999999999994,55.885714285714286,56.220000000000006,56.0
2268,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,53.833333333333336,52.925,54.099999999999994,53.214285714285715,57.86,54.0
2269,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,53.9,52.525,54.25,53.07142857142857,58.42,54.1
2270,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,61.666666666666664,59.9,61.55,58.44285714285714,60.5,61.6
2271,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,22.683333333333334,21.975,22.4,22.271428571428572,31.300000000000004,22.3
2272,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2013,23.616666666666664,22.25,23.2,23.014285714285712,27.983333333333334,23.1
2273,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2015,24.0,22.6,23.55,23.385714285714283,24.44,23.5
2274,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,23.916666666666668,22.15,23.25,22.457142857142856,26.78,23.2
2275,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2019,25.683333333333334,24.5,25.700000000000003,25.271428571428572,31.1,25.7
2276,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,31.46666666666667,28.525,30.4,27.914285714285715,31.5,30.4
2277,New Mexico,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,33.06666666666667,32.725,33.15,33.128571428571426,35.07142857142857,33.1
2278,New Mexico,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,34.416666666666664,34.175,34.849999999999994,34.971428571428575,37.88333333333333,34.8
2279,New Mexico,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,35.949999999999996,35.4,36.400000000000006,36.385714285714286,37.54,36.4
2280,New Mexico,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,34.03333333333333,33.425,34.55,34.042857142857144,37.0,34.5
2281,New Mexico,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,35.06666666666667,34.725,35.7,35.128571428571426,39.72,35.6
2282,New Mexico,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,43.199999999999996,42.7,43.85,41.285714285714285,42.300000000000004,43.8
2283,New Mexico,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2011,32.06666666666667,30.8,31.6,31.457142857142856,42.75714285714286,31.5
2284,New Mexico,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2013,33.0,30.975,32.1,31.942857142857143,36.614285714285714,32.0
2285,New Mexico,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2015,34.550000000000004,32.725,33.75,33.25714285714286,33.94,33.7
2286,New Mexico,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,33.9,31.375,32.95,32.385714285714286,36.62,32.8
2287,New Mexico,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2019,38.699999999999996,37.325,38.45,38.1,41.14,38.4
2288,New Mexico,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2023,42.56666666666667,39.325,41.5,39.371428571428574,42.699999999999996,41.3
2289,New Mexico,Percent of adults who engage in no leisure-time physical activity,2011,25.166666666666668,26.075000000000003,25.299999999999997,25.385714285714283,20.342857142857145,25.3
2290,New Mexico,Percent of adults who engage in no leisure-time physical activity,2012,21.333333333333332,22.75,21.75,21.82857142857143,21.228571428571428,21.8
2291,New Mexico,Percent of adults who engage in no leisure-time physical activity,2013,24.05,25.174999999999997,24.25,24.414285714285715,23.042857142857144,24.3
2292,New Mexico,Percent of adults who engage in no leisure-time physical activity,2014,22.983333333333334,24.45,23.200000000000003,23.114285714285717,21.842857142857145,23.3
2293,New Mexico,Percent of adults who engage in no leisure-time physical activity,2015,22.166666666666668,23.525,22.6,22.928571428571427,22.22,22.6
2294,New Mexico,Percent of adults who engage in no leisure-time physical activity,2016,19.633333333333333,21.5,20.2,20.428571428571427,18.220000000000002,20.3
2295,New Mexico,Percent of adults who engage in no leisure-time physical activity,2017,23.833333333333332,25.25,24.45,24.942857142857143,21.64,24.5
2296,New Mexico,Percent of adults who engage in no leisure-time physical activity,2018,21.53333333333333,23.7,22.15,22.5,21.68,22.2
2297,New Mexico,Percent of adults who engage in no leisure-time physical activity,2019,24.866666666666664,27.025,25.35,26.414285714285715,23.380000000000003,25.4
2298,New Mexico,Percent of adults who engage in no leisure-time physical activity,2020,22.483333333333334,25.125,22.950000000000003,23.900000000000002,23.86,23.0
2299,New Mexico,Percent of adults who engage in no leisure-time physical activity,2021,22.25,25.0,22.9,24.057142857142857,21.316666666666666,23.0
2300,New Mexico,Percent of adults who engage in no leisure-time physical activity,2022,23.816666666666666,25.9,24.200000000000003,25.47142857142857,26.419999999999998,24.2
2301,New Mexico,Percent of adults who engage in no leisure-time physical activity,2023,23.2,26.225,24.0,27.385714285714283,24.866666666666664,24.0
2302,New Mexico,Percent of adults who report consuming fruit less than one time daily,2017,37.78333333333333,37.45,37.55,37.92857142857143,35.56,37.4
2303,New Mexico,Percent of adults who report consuming fruit less than one time daily,2019,43.71666666666667,42.475,43.1,43.18571428571429,46.68,43.1
2304,New Mexico,Percent of adults who report consuming fruit less than one time daily,2021,42.199999999999996,40.875,41.3,41.25714285714286,39.21666666666667,41.2
2305,New Mexico,Percent of adults who report consuming vegetables less than one time daily,2017,20.366666666666667,22.4,20.5,20.74285714285714,19.46,20.5
2306,New Mexico,Percent of adults who report consuming vegetables less than one time daily,2019,23.883333333333336,25.099999999999998,23.65,24.428571428571427,23.54,23.7
2307,New Mexico,Percent of adults who report consuming vegetables less than one time daily,2021,22.333333333333332,24.275,22.3,23.071428571428573,19.616666666666667,22.3
2308,New York,Percent of adults aged 18 years and older who have an overweight classification,2011,35.43333333333333,36.325,35.849999999999994,35.57142857142857,33.88,35.8
2309,New York,Percent of adults aged 18 years and older who have an overweight classification,2012,36.56666666666667,37.775,37.1,36.84285714285714,36.739999999999995,37.0
2310,New York,Percent of adults aged 18 years and older who have an overweight classification,2013,35.583333333333336,35.875,36.05,35.857142857142854,36.13333333333333,35.9
2311,New York,Percent of adults aged 18 years and older who have an overweight classification,2014,33.63333333333333,33.675,34.1,34.042857142857144,33.160000000000004,34.1
2312,New York,Percent of adults aged 18 years and older who have an overweight classification,2015,33.88333333333333,34.25,34.55,33.91428571428572,33.300000000000004,34.5
2313,New York,Percent of adults aged 18 years and older who have an overweight classification,2016,34.733333333333334,35.375,35.35,34.728571428571435,33.285714285714285,35.3
2314,New York,Percent of adults aged 18 years and older who have an overweight classification,2017,35.03333333333333,35.5,35.65,34.77142857142857,34.449999999999996,35.6
2315,New York,Percent of adults aged 18 years and older who have an overweight classification,2018,34.333333333333336,35.475,35.150000000000006,34.65714285714286,33.6875,35.1
2316,New York,Percent of adults aged 18 years and older who have an overweight classification,2019,35.333333333333336,36.575,36.1,35.6,35.2,36.1
2317,New York,Percent of adults aged 18 years and older who have an overweight classification,2020,36.35,37.325,36.95,36.371428571428574,32.614285714285714,37.0
2318,New York,Percent of adults aged 18 years and older who have an overweight classification,2021,33.96666666666667,34.8,34.45,34.714285714285715,34.34285714285714,34.5
2319,New York,Percent of adults aged 18 years and older who have an overweight classification,2022,33.166666666666664,34.15,33.9,33.6,31.0,33.9
2320,New York,Percent of adults aged 18 years and older who have an overweight classification,2023,35.61666666666667,36.3,36.2,35.07142857142857,35.81428571428571,36.1
2321,New York,Percent of adults aged 18 years and older who have obesity,2011,23.75,24.925,24.5,25.32857142857143,25.68,24.5
2322,New York,Percent of adults aged 18 years and older who have obesity,2012,23.150000000000002,24.85,23.6,24.057142857142857,24.78,23.6
2323,New York,Percent of adults aged 18 years and older who have obesity,2013,24.78333333333333,26.5,25.4,26.0,23.983333333333334,25.4
2324,New York,Percent of adults aged 18 years and older who have obesity,2014,26.46666666666667,28.6,27.0,28.114285714285717,25.14,27.0
2325,New York,Percent of adults aged 18 years and older who have obesity,2015,24.516666666666666,26.275,25.05,26.142857142857142,25.8,25.0
2326,New York,Percent of adults aged 18 years and older who have obesity,2016,25.016666666666666,26.7,25.549999999999997,26.685714285714287,25.457142857142856,25.5
2327,New York,Percent of adults aged 18 years and older who have obesity,2017,25.05,27.075,25.700000000000003,27.25714285714286,23.900000000000002,25.7
2328,New York,Percent of adults aged 18 years and older who have obesity,2018,27.316666666666666,28.475,27.6,29.37142857142857,28.4625,27.6
2329,New York,Percent of adults aged 18 years and older who have obesity,2019,26.8,28.175,27.1,28.785714285714285,27.057142857142853,27.1
2330,New York,Percent of adults aged 18 years and older who have obesity,2020,26.133333333333336,27.6,26.35,27.657142857142855,25.285714285714285,26.3
2331,New York,Percent of adults aged 18 years and older who have obesity,2021,28.900000000000002,30.5,29.1,31.300000000000004,29.842857142857138,29.1
2332,New York,Percent of adults aged 18 years and older who have obesity,2022,29.866666666666664,31.35,30.1,32.0,30.46666666666667,30.1
2333,New York,Percent of adults aged 18 years and older who have obesity,2023,27.683333333333334,29.025,28.0,30.7,26.457142857142856,28.0
2334,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2011,51.88333333333333,49.725,51.55,49.885714285714286,49.72,51.5
2335,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2013,47.48333333333333,45.475,47.3,46.371428571428574,44.339999999999996,47.3
2336,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2015,47.21666666666667,45.15,47.15,45.17142857142857,46.18333333333334,47.1
2337,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,49.199999999999996,47.075,49.35,46.699999999999996,47.916666666666664,49.3
2338,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2019,50.88333333333333,48.324999999999996,51.0,48.028571428571425,46.94285714285714,50.9
2339,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2023,58.38333333333333,54.425,58.5,54.48571428571428,56.08571428571428,58.4
2340,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2011,22.03333333333333,20.35,21.6,20.5,23.34,21.5
2341,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2013,19.733333333333334,18.25,19.55,18.685714285714287,19.02,19.4
2342,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2015,20.599999999999998,18.675,20.2,18.357142857142858,17.95,20.0
2343,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,20.216666666666665,18.125,19.9,17.47142857142857,20.116666666666667,19.8
2344,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2019,24.016666666666666,22.575,24.15,22.585714285714285,22.099999999999998,24.1
2345,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2023,30.850000000000005,28.075,30.9,28.228571428571428,31.071428571428573,30.8
